"label","feature_text"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Payment failed! ₹53,584 to ZOMATO could not be processed due to bank server issue."
"ALLOW","[CATEGORY_FINANCE] | com.csam.icici.bank.imobile | Your Salary of INR 51,717.00 has been credited to ICICI Bank Acct XX1600."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 1250.00 was debited from your account *535. Your available account balance is AED 11000.91"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join..."
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.betting | Aviator game trick! Earn ₹50 daily from home without investment."
"BLOCK","[CATEGORY_UNKNOWN] | com.rummycircle | Aapki 100 Lakh ki winning waiting hai! 🤑 Play rummy now and withdraw instantly."
"BLOCK","[CATEGORY_SHOPPING] | com.myntra.android | End of Reason Sale! Flat 20% off on top brands + free delivery. 🛍️"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Genius what's up. How your brother. Pls send his number to my skype."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Payment failed! ₹80,680 to BESCOM could not be processed due to bank server issue."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | For sale - arsenal dartboard. Good condition but no doubles or trebles!"
"ALLOW","[CATEGORY_FINANCE] | com.hdfcbank.payzapp | Cashback of ₹15,329 added to your PayZapp wallet!"
"ALLOW","[CATEGORY_SOCIAL] | org.telegram.messenger | Suresh joined Telegram!"
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.dating | ❤️ 94 girls are online near you. Tap to start video call."
"ALLOW","[CATEGORY_SOCIAL] | com.microsoft.teams | Sneha sent a message: 'Build deployed successfully to staging.'"
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | Bank transfer of ₹28,290 to Aisha successful."
"BLOCK","[CATEGORY_UNKNOWN] | com.rummycircle | Aapki 50 Lakh ki winning waiting hai! 🤑 Play rummy now and withdraw instantly."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Wot is u up 2 then bitch?"
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | Dear Customer, your OTP for internet banking login is 236596. Valid for 5 mins."
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Group 'Dev Team': Please approve the PR."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info"
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Pooja: Good morning! 🌻"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ..."
"ALLOW","[CATEGORY_SOCIAL] | com.instagram.android | Anjali replied to your story: Wow!"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | I am in tirupur da, once you started from office call me."
"ALLOW","[CATEGORY_FINANCE] | com.hdfcbank.payzapp | Cashback of ₹29,287 added to your PayZapp wallet!"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself.."
"ALLOW","[CATEGORY_FINANCE] | com.hdfcbank.payzapp | Cashback of ₹3,667 added to your PayZapp wallet!"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
"BLOCK","[CATEGORY_TRANSPORT] | com.olacabs.customer | Missed us? Here's 30% off your next 3 rides. Use code FESTIVE50."
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | You have successfully added Divya as a beneficiary. Cooling period of 4 hours active."
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | You have successfully added Rohit as a beneficiary. Cooling period of 4 hours active."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Payment failed! ₹18,217 to NETFLIX could not be processed due to bank server issue."
"ALLOW","[CATEGORY_FINANCE] | com.csam.icici.bank.imobile | Your Salary of INR 26,777.00 has been credited to ICICI Bank Acct XX7605."
"BLOCK","[CATEGORY_TRANSPORT] | com.olacabs.customer | Missed us? Here's 30% off your next 3 rides. Use code COMEBACK."
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Group 'Weekend Trip': Good morning! 🌻"
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Karan: Khana kha liya?"
"ALLOW","[CATEGORY_SOCIAL] | com.microsoft.teams | Siddharth sent a message: 'Meeting starting in 5 mins.'"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com"
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | ₹31,454 paid successfully to AMAZON. Ref No: 6217086437."
"ALLOW","[CATEGORY_SOCIAL] | org.telegram.messenger | Arjun joined Telegram!"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | 500 free text msgs. Just text ok to 80488 and we'll credit your account"
"ALLOW","[CATEGORY_TRANSPORT] | in.rapido.passenger | Captain Rohit is on the way. Arriving in 3 mins."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
"BLOCK","[CATEGORY_TRANSPORT] | com.ubercab | Plan your weekend getaway with Uber Rentals. Get 20% off on 12-hour packages."
"ALLOW","[CATEGORY_SOCIAL] | com.instagram.android | Anjali replied to your story: Haha so true"
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.loanapp | Urgent cash needed? Get up to ₹5 Lakh in 5 minutes. No CIBIL required."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+"
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | Dear Customer, your OTP for internet banking login is 484912. Valid for 5 mins."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | IM GONNA MISS U SO MUCH"
"BLOCK","[CATEGORY_FRAUD] | com.google.android.apps.messaging | ਪਹਿਲੀ refused file ਦਾ refund ready ਆ, release charge ਪਾ ਦਿਓ।"
"BLOCK","[CATEGORY_UNKNOWN] | com.rummyculture | Rummy khelo aur jeeto ₹10 rozana. 100% legal and safe."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 100.00 was debited from your account *535. Your available account balance is AED 5549.98"
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Ramen is calling! Order now for 70% off up to Rs.150."
"ALLOW","[CATEGORY_SOCIAL] | com.instagram.android | Amit replied to your story: Haha so true"
"BLOCK","[CATEGORY_UNKNOWN] | com.mpl.androidapp | Your ₹5 welcome bonus is expiring today. Play Ludo now!"
"BLOCK","[CATEGORY_FOOD] | com.blinkit.app | Restock your fridge! 🥦 Fresh veggies delivered in 10 mins. Use code BINGE."
"BLOCK","[CATEGORY_UNKNOWN] | com.rummycircle | Aapki 5 Lakh ki winning waiting hai! 🤑 Play rummy now and withdraw instantly."
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Match time madness! 🏏 Free delivery on orders above ₹49999."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Reply to win å£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | 25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity."
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | Bank transfer of ₹8,725 to Sneha successful."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester."
"ALLOW","[CATEGORY_FINANCE] | com.dreamplug.androidapp | Reminder: Your IndusInd credit card bill of ₹18,970 is due tomorrow. Pay now to avoid fees."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Good morning princess! Happy New Year!"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Autopay for CHAI POINT of ₹14,871 was successful."
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Arjun: Where are you?"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up..."
"ALLOW","[CATEGORY_TRANSPORT] | in.rapido.passenger | Captain Neha is on the way. Arriving in 3 mins."
"BLOCK","[CATEGORY_TRANSPORT] | com.ubercab | Plan your weekend getaway with Uber Rentals. Get 40% off on 12-hour packages."
"BLOCK","[CATEGORY_SHOPPING] | com.nykaa.android | Lipstick day! 💄 Free mini on orders above ₹499."
"BLOCK","[CATEGORY_FRAUD] | com.google.android.apps.messaging | सर आपका Canada work permit पक्का है, बस आज advance जमा कर दें।"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Payment failed! ₹49,996 to OLA could not be processed due to bank server issue."
"BLOCK","[CATEGORY_UNKNOWN] | com.rummyculture | Rummy khelo aur jeeto ₹50 rozana. 100% legal and safe."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\' to 89123'"
"ALLOW","[CATEGORY_SOCIAL] | com.instagram.android | Rohit replied to your story: Miss you!"
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.betting | Aviator game trick! Earn ₹5 daily from home without investment."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Transaction of AED 225.00 debited from your a/c ****0535 at THREE STAR FASHIONS WL ABU DHABI AE. Avl Bal is AED 203.94"
"ALLOW","[CATEGORY_SOCIAL] | com.instagram.android | Swati replied to your story: Haha so true"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
"BLOCK","[CATEGORY_TRANSPORT] | com.ubercab | Plan your weekend getaway with Uber Rentals. Get 70% off on 12-hour packages."
"BLOCK","[CATEGORY_UNKNOWN] | com.mpl.androidapp | Your ₹2 welcome bonus is expiring today. Play Ludo now!"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only."
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | Bank transfer of ₹71,764 to Aisha successful."
"ALLOW","[CATEGORY_TRANSPORT] | com.olacabs.customer | Your ride is here! OTP to start is 7056."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 16000.00 was credited to your account *535. Your available account balance is AED 16018.69"
"ALLOW","[CATEGORY_TRANSPORT] | in.rapido.passenger | Captain Vikram is on the way. Arriving in 8 mins."
"ALLOW","[CATEGORY_SOCIAL] | com.instagram.android | Aisha replied to your story: 🔥🔥"
"BLOCK","[CATEGORY_UNKNOWN] | com.rummycircle | Aapki 1 Lakh ki winning waiting hai! 🤑 Play rummy now and withdraw instantly."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Ugh my leg hurts. Musta overdid it on mon."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Autopay for BESCOM of ₹8,997 was successful."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Only once then after ill obey all yours."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Hey we can go jazz power yoga hip hop kb and yogasana"
"BLOCK","[CATEGORY_UNKNOWN] | com.rummyculture | Rummy khelo aur jeeto ₹5 rozana. 100% legal and safe."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 15000.00 was credited to your account ****0535. Your available account balance is AED 15097.60"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 16000.00 was credited to your account *535. Your available account balance is AED 16264.79"
"ALLOW","[CATEGORY_FINANCE] | com.hdfcbank.payzapp | Cashback of ₹61,572 added to your PayZapp wallet!"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE"
"BLOCK","[CATEGORY_SHOPPING] | com.ril.ajio | Flash Sale: Trendy Sneakers under ₹999. Grab yours before sizes run out!"
"BLOCK","[CATEGORY_UNKNOWN] | com.cleaner.boost | Storage 85% full! Clear junk files to free up space."
"BLOCK","[CATEGORY_UNKNOWN] | com.rummycircle | Aapki 500 Lakh ki winning waiting hai! 🤑 Play rummy now and withdraw instantly."
"ALLOW","[CATEGORY_SOCIAL] | com.slack | @Anjali mentioned you in #general: Can we jump on a quick sync?"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Si si. I think ill go make those oreo truffles."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04"
"ALLOW","[CATEGORY_SOCIAL] | org.telegram.messenger | Ramesh joined Telegram!"
"BLOCK","[CATEGORY_SHOPPING] | com.nykaa.android | Lipstick day! 💄 Free mini on orders above ₹150."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | You can stop further club tones by replying \STOP MIX\' See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 1050.00 was debited from your account ****0535. Your available account balance is AED 702.54"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 451.68 was debited from your account *535. Your available account balance is AED 1712.06"
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Match time madness! 🏏 Free delivery on orders above ₹199."
"ALLOW","[CATEGORY_SOCIAL] | com.instagram.android | Manish replied to your story: ❤️❤️"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Transaction of AED 2300.00 debited from your a/c *535 at TAP Payment Services Du bai AE. Avl Bal is AED 210.29"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Deepa: Bhai, did you check the code changes yet?"
"BLOCK","[CATEGORY_UNKNOWN] | com.mpl.androidapp | Your ₹100 welcome bonus is expiring today. Play Ludo now!"
"ALLOW","[CATEGORY_TRANSPORT] | com.ubercab | Your driver, Divya, is arriving in 4 mins in a white WagonR (KA01AB6090)."
"ALLOW","[CATEGORY_FINANCE] | com.dreamplug.androidapp | Reminder: Your ICICI credit card bill of ₹75,087 is due tomorrow. Pay now to avoid fees."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Received ₹16,346 from Divya. Tap to check your updated wallet balance."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | FREE RING TONE just text \POLYS\' to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.'"
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | You have successfully added Ramesh as a beneficiary. Cooling period of 4 hours active."
"ALLOW","[CATEGORY_SOCIAL] | org.telegram.messenger | Kavya joined Telegram!"
"ALLOW","[CATEGORY_FINANCE] | com.hdfcbank.payzapp | Cashback of ₹64,665 added to your PayZapp wallet!"
"ALLOW","[CATEGORY_SOCIAL] | com.microsoft.teams | Anjali sent a message: 'Meeting starting in 5 mins.'"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Autopay for NETFLIX of ₹78,566 was successful."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill"
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Samosa is calling! Order now for 60% off up to Rs.150."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Yeah like if it goes like it did with my friends imma flip my shit in like half an hour"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Ill be there on &lt;#&gt; ok."
"BLOCK","[CATEGORY_SOCIAL] | com.facebook.katana | You have 59 new notifications and 2 friend requests waiting."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Payment failed! ₹94,435 to ZOMATO could not be processed due to bank server issue."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 1000.00 was debited from your account ****0535. Your available account balance is AED 261.60"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Good morning princess! Have a great day!"
"ALLOW","[CATEGORY_SOCIAL] | com.slack | @Sneha mentioned you in #marketing: The production server is experiencing high latency."
"BLOCK","[CATEGORY_SHOPPING] | com.flipkart.android | BIG BILLION DAYS! 🔥 Get Laptop at just ₹1499. Sale ends tonight!"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow"
"BLOCK","[CATEGORY_SOCIAL] | com.facebook.katana | You have 42 new notifications and 1 friend requests waiting."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p"
"ALLOW","[CATEGORY_SOCIAL] | com.instagram.android | Arjun replied to your story: ❤️❤️"
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | Dear Customer, your OTP for internet banking login is 250667. Valid for 5 mins."
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.loanapp | Urgent cash needed? Get up to ₹2 Lakh in 5 minutes. No CIBIL required."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 50.00 was credited to your account *535. Your available account balance is AED 80.01"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!"
"BLOCK","[CATEGORY_UNKNOWN] | com.cleaner.boost | Storage 44% full! Clear junk files to free up space."
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Samosa is calling! Order now for 80% off up to Rs.49999."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | And do you have any one that can teach me how to ship cars."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | I wont. So wat's wit the guys"
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.dating | ❤️ 59 girls are online near you. Tap to start video call."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo"
"BLOCK","[CATEGORY_SHOPPING] | com.flipkart.android | BIG BILLION DAYS! 🔥 Get Headphones at just ₹150. Sale ends tonight!"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | You have 1 new message. Please call 08712400200."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Group 'Weekend Trip': Where are you?"
"ALLOW","[CATEGORY_SOCIAL] | com.instagram.android | Anjali replied to your story: Miss you!"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 8.00 was credited to your account ****0535. Your available account balance is AED 13.00"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p"
"ALLOW","[CATEGORY_FOOD] | in.swiggy.android | Delivery partner assigned! Arjun is picking up your order."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Transaction of AED 105.00 debited from your a/c ****0535 at Bath & Body Works UAE 96522242156 AE. Avl Bal is AED 354.36"
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.dating | ❤️ 93 girls are online near you. Tap to start video call."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Tomarrow i want to got to court. At &lt;DECIMAL&gt; . So you come to bus stand at 9."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | 74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC"
"ALLOW","[CATEGORY_FINANCE] | com.hdfcbank.payzapp | Cashback of ₹17,215 added to your PayZapp wallet!"
"ALLOW","[CATEGORY_FINANCE] | com.hdfcbank.payzapp | Cashback of ₹921 added to your PayZapp wallet!"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!"
"BLOCK","[CATEGORY_UNKNOWN] | com.dream11.fantasy.cricket | Mega contest is LIVE! ₹10 Crore prize pool. Team banalo jaldi."
"BLOCK","[CATEGORY_SOCIAL] | com.facebook.katana | You have 59 new notifications and 7 friend requests waiting."
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.dating | ❤️ 77 girls are online near you. Tap to start video call."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | What type of stuff do you sing?"
